Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,535121,70,513251,65,535191,520265,87071
90,484915,80,463201,64,484995,470204,92711
80,434381,98,412713,53,434479,419698,27525
70,383860,62,362257,52,383922,369189,36812
60,333306,51,311933,43,333357,318922,33410
50,282677,93,261571,54,282770,268563,2466
40,231871,56,211033,47,231927,217988,786
30,176337,70,160398,62,176407,167394,238
20,122390,68,109795,60,122458,116778,10
10,69744,59,57585,56,69803,64548,1
