Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,68338,76,62482,81,68414,64340,5
90,62156,47,56281,40,62203,58139,0
80,55922,70,49648,65,55992,51525,0
70,49635,65,43777,57,49700,45632,0
60,43235,61,37058,55,43296,38915,0
50,36385,65,30146,64,36450,32016,0
40,29503,56,21365,49,29559,23191,0
30,22749,53,12578,37,22802,14371,0
20,16530,43,4823,37,16573,6357,1
10,10464,61,439,7,10525,807,0
