Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,28426,61,21245,53,28487,21859,0
90,25845,66,17879,50,25911,18482,1
80,23200,68,14109,55,23268,14741,0
70,20447,59,9786,47,20506,10384,0
60,17361,64,7377,50,17425,7954,0
50,14513,61,4233,50,14574,4818,0
40,11843,60,2428,42,11903,2794,0
30,9242,53,1499,28,9295,1768,1
20,6652,49,31,10,6701,56,0
10,4059,49,1,0,4108,0,0
