Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,123714,46,113454,41,123760,116634,791
90,112693,55,102600,46,112748,105783,92
80,101621,57,91349,44,101678,94546,6
70,90513,63,80377,52,90576,83562,0
60,79499,65,69255,61,79564,72445,45
50,68292,60,57955,50,68352,61122,4
40,55098,68,46545,59,55166,49749,0
30,41155,56,34587,48,41211,37788,0
20,29769,72,20246,58,29841,23413,0
10,18708,54,5266,44,18762,8100,0
