Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,34246,86,539,25,34332,620,0
90,29728,53,581,11,29781,715,0
80,25508,76,518,62,25584,587,0
70,21856,59,59,18,21915,88,0
60,18561,61,49,5,18622,67,0
50,15852,58,6,3,15910,11,0
40,13148,57,0,0,13205,0,0
30,10664,53,0,0,10717,0,0
20,8070,58,0,0,8128,0,0
10,4924,61,0,0,4985,0,0
