Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,4840,51,13,0,4891,13,0
90,4375,50,4,0,4425,4,0
80,3916,49,0,0,3965,0,0
70,3462,63,0,0,3525,0,0
60,3010,53,0,0,3063,0,0
50,2553,49,2,0,2602,2,0
40,2084,61,0,0,2145,0,0
30,1617,51,0,0,1668,0,0
20,1146,51,0,0,1197,0,0
10,672,48,0,0,720,0,0
