Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,28432,63,21004,58,28495,21634,0
90,25814,69,17514,58,25883,18138,0
80,23221,57,13971,51,23278,14600,0
70,20487,64,10631,56,20551,11258,0
60,17367,65,6583,47,17432,7183,0
50,14502,55,4158,48,14557,4603,0
40,11843,59,1889,28,11902,2192,0
30,9243,56,329,29,9299,478,0
20,6651,50,6,0,6701,6,0
10,4052,51,0,0,4103,0,0
