Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,10140,52,7,3,10192,8,0
90,9462,55,26,0,9517,26,0
80,8644,37,4,0,8681,16,0
70,7813,46,0,0,7859,0,0
60,7038,46,0,0,7084,0,0
50,6280,55,0,0,6335,0,0
40,5559,43,0,0,5602,0,0
30,4771,53,0,0,4824,0,0
20,3947,43,0,0,3990,0,0
10,2869,45,0,0,2914,0,0
