Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,72426,63,39273,58,72489,41584,7
90,65779,59,34398,49,65838,36728,0
80,59902,63,29537,53,59965,31835,0
70,53455,68,24598,59,53523,26924,0
60,46539,87,19103,76,46626,21437,0
50,38721,55,12688,46,38776,14981,0
40,30522,72,8067,65,30594,10213,0
30,23488,63,3629,49,23551,5633,0
20,17762,50,939,38,17812,1951,0
10,12064,48,8,6,12112,109,0
