Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,199656,60,193521,41,199716,195681,21572
90,180435,69,174483,51,180504,176612,110
80,161251,60,155285,50,161311,157429,77
70,142016,60,136289,50,142076,138406,24
60,122713,58,117128,48,122771,119260,3
50,103421,53,97946,46,103474,100087,3
40,83949,72,78551,61,84021,80667,1
30,64631,66,59165,57,64697,61303,0
20,45170,59,38604,51,45229,40723,0
10,24692,66,12293,60,24758,14381,0
