Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,5124,55,0,0,5179,0,0
90,4664,56,0,0,4720,0,0
80,4179,54,0,0,4233,0,0
70,3735,58,0,0,3793,0,0
60,3313,51,0,0,3364,0,0
50,2830,63,0,0,2893,0,0
40,2375,55,0,0,2430,0,0
30,1915,56,0,0,1971,0,0
20,1480,57,0,0,1537,0,0
10,1017,52,0,0,1069,0,0
