Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,226780,82,220524,76,226862,223529,4414
90,206376,64,199586,52,206440,202568,1587
80,184356,60,177604,40,184416,180575,578
70,162681,59,155746,49,162740,158740,37
60,140671,48,134341,44,140719,137298,177
50,118732,59,112231,51,118791,115163,10
40,96725,59,89653,54,96784,92630,201
30,74692,75,67878,68,74767,70865,1
20,52618,46,45492,42,52664,48439,0
10,30419,64,15664,54,30483,18616,1
