Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,8386,46,31,8,8432,42,0
90,7748,50,0,0,7798,4,0
80,7095,58,37,0,7153,37,0
70,6429,53,0,0,6482,1,0
60,5744,45,0,0,5789,0,0
50,5075,52,0,0,5127,0,0
40,4404,62,0,0,4466,0,0
30,3713,45,0,0,3758,0,0
20,2992,57,0,0,3049,0,0
10,2259,49,0,0,2308,0,0
