Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,6031,54,0,0,6085,0,0
90,5560,50,2,0,5610,2,0
80,5085,44,0,0,5129,0,0
70,4605,45,0,0,4650,1,0
60,4132,58,0,0,4190,0,0
50,3658,48,0,0,3706,0,0
40,3176,57,0,0,3233,0,0
30,2700,52,0,0,2752,0,0
20,2213,44,0,0,2257,1,0
10,1735,49,0,0,1784,0,0
