Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,15659,56,5514,39,15715,5797,0
90,13996,77,3817,57,14073,4080,0
80,12422,60,2105,31,12482,2392,0
70,10894,62,949,53,10956,1135,0
60,9458,70,705,43,9528,966,0
50,8010,64,176,35,8074,234,0
40,6581,50,35,5,6631,61,0
30,5144,50,1,0,5194,1,0
20,3722,50,0,0,3772,0,0
10,2284,46,1,0,2330,1,0
