Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,7215,67,0,0,7282,0,0
90,6627,53,0,0,6680,0,0
80,6014,58,0,0,6072,0,0
70,5411,56,1,0,5467,1,0
60,4805,77,0,3,4882,0,1
50,4209,54,0,0,4263,0,0
40,3604,51,0,0,3655,0,0
30,3004,51,0,0,3055,0,0
20,2396,46,0,0,2442,0,0
10,1739,50,0,0,1789,0,0
