Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,78627,71,59963,59,78698,65789,2
90,70545,70,53953,56,70615,59778,0
80,62777,59,48632,49,62836,54421,0
70,55652,91,42700,80,55743,48558,0
60,49221,65,36133,59,49286,41974,0
50,43123,54,29969,38,43177,35790,0
40,37233,61,22172,52,37294,27998,3
30,31458,58,13599,45,31516,19394,2
20,25712,64,7468,51,25776,12997,0
10,19929,47,2265,36,19976,5511,0
