Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,253888,68,234004,61,253956,235492,5862
90,240502,63,210255,53,240565,211688,2693
80,215242,52,186526,46,215294,187983,921
70,191118,56,163294,48,191174,164736,13
60,166102,46,140014,39,166148,141450,133
50,140936,47,116722,31,140983,118136,9
40,116558,58,93438,42,116616,94867,0
30,90941,68,70150,57,91009,71602,8
20,65316,79,46806,55,65395,48254,0
10,38931,66,17382,45,38997,18823,0
