Percentage,Time_ns
100,36295516.000000
90,33865223.000000
80,30370066.000000
70,26643895.000000
60,24052029.000000
50,21270899.000000
40,17742986.000000
30,14102906.000000
20,11432712.000000
10,11474828.000000
