Percentage,Time_ns
100,36908032.000000
90,32289208.000000
80,28974351.000000
70,25717020.000000
60,22705257.000000
50,18870992.000000
40,16279492.000000
30,13981817.000000
20,8819315.000000
10,4211686.000000
