Percentage,Time_ns
100,37286088.000000
90,34407324.000000
80,31563783.000000
70,28275903.000000
60,23627360.000000
50,19411336.000000
40,15176862.000000
30,11472428.000000
20,8379303.000000
10,4462014.000000
