Percentage,Time_ns
100,15616055.000000
90,14479524.000000
80,12673995.000000
70,11670928.000000
60,9880319.000000
50,8877848.000000
40,6960852.000000
30,5576321.000000
20,4687583.000000
10,4741253.000000
