Percentage,Time_ns
100,27106202.000000
90,24366793.000000
80,22423703.000000
70,19247938.000000
60,16731359.000000
50,14959995.000000
40,12459950.000000
30,9718598.000000
20,8552127.000000
10,8546050.000000
