Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,12515,72,1875,44,12587,2038,0
90,11310,49,1507,39,11359,1699,0
80,10116,46,857,10,10162,946,0
70,8937,56,276,0,8993,311,0
60,7744,54,44,22,7798,68,0
50,6548,65,3,1,6613,6,0
40,5361,49,4,0,5410,4,0
30,4195,73,5,2,4268,5,1
20,2978,53,0,0,3031,0,0
10,1774,45,0,0,1819,0,0
