Percentage,Time_ns
100,8389131.000000
90,7355811.000000
80,6524738.000000
70,5724872.000000
60,4882781.000000
50,4065954.000000
40,3179180.000000
30,2456059.000000
20,1617211.000000
10,912723.000000
