Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,49434,77,9910,67,49511,10009,0
90,46789,60,5992,37,46849,6035,0
80,43938,68,4508,50,44006,4554,1
70,40949,57,1940,49,41006,1988,0
60,37740,55,791,23,37795,814,0
50,34208,74,499,47,34282,543,0
40,30170,65,84,0,30235,85,0
30,25208,58,6,2,25266,7,0
20,18878,49,1,0,18927,1,0
10,9825,54,0,0,9879,0,0
