Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,36997,57,29189,47,37054,31818,2
90,33993,76,24524,63,34069,27185,0
80,30960,65,19677,56,31025,22332,0
70,27932,53,16802,45,27985,19449,3
60,24926,60,10571,49,24986,13143,0
50,21902,66,6480,51,21968,8968,0
40,18811,59,3664,48,18870,5963,0
30,15773,45,2253,26,15818,3496,0
20,12671,47,224,9,12718,652,0
10,9396,56,25,0,9452,163,0
