Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,16956,52,1902,38,17008,2165,0
90,15445,66,1084,46,15511,1158,0
80,13934,59,262,44,13993,360,0
70,12429,54,220,13,12483,240,0
60,10918,55,64,13,10973,98,0
50,9345,57,3,6,9402,8,0
40,7776,64,4,6,7840,10,0
30,6164,56,0,0,6220,0,0
20,4394,52,0,0,4446,0,0
10,2635,50,0,0,2685,0,0
