Percentage,Time_ns
100,37210822.000000
90,34762745.000000
80,32173346.000000
70,29583262.000000
60,26837985.000000
50,24024121.000000
40,21095215.000000
30,17838475.000000
20,13970425.000000
10,8898176.000000
