Percentage,Time_ns
100,1203529844.000000
90,1093634245.000000
80,976848376.000000
70,862739782.000000
60,751667913.000000
50,622236249.000000
40,496145288.000000
30,372081181.000000
20,246969179.000000
10,122380087.000000
