Percentage,Time_ns
100,8275867.000000
90,7647329.000000
80,7018773.000000
70,6350845.000000
60,5636895.000000
50,4890204.000000
40,4116327.000000
30,3321398.000000
20,2380145.000000
10,1376956.000000
