Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,8919,48,232,13,8967,285,0
90,8122,49,194,6,8171,265,0
80,7333,51,134,6,7384,146,0
70,6544,55,14,5,6599,48,0
60,5749,48,0,0,5797,4,0
50,4959,50,0,0,5009,3,0
40,4162,61,0,0,4223,0,0
30,3369,56,1,0,3425,1,0
20,2575,49,5,0,2624,5,0
10,1784,47,0,0,1831,0,0
