Percentage,Time_ns
100,37246871.000000
90,34469337.000000
80,31833978.000000
70,25825780.000000
60,22919548.000000
50,19470826.000000
40,16021366.000000
30,12066883.000000
20,9878597.000000
10,9969497.000000
