Percentage,Time_ns
100,36674085.000000
90,33773025.000000
80,31033820.000000
70,27821755.000000
60,23357414.000000
50,19133975.000000
40,14942335.000000
30,11235401.000000
20,8241757.000000
10,4400389.000000
