Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,5439,44,1,0,5483,3,0
90,5061,58,0,0,5119,0,0
80,4680,55,0,0,4735,0,0
70,4307,53,0,0,4360,0,0
60,3922,54,0,0,3976,0,0
50,3539,51,0,0,3590,0,0
40,3164,44,0,0,3208,0,0
30,2787,45,0,0,2832,0,0
20,2406,50,0,0,2456,0,0
10,2008,46,0,0,2054,0,0
