Percentage,Time_ns
100,15241975.000000
90,14568622.000000
80,13595039.000000
70,12380303.000000
60,11526112.000000
50,10358833.000000
40,9233643.000000
30,7790721.000000
20,6023844.000000
10,3588840.000000
