Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,402930,88,357028,76,403018,365967,31427
90,366828,84,322636,72,366912,331582,12804
80,330814,91,288073,83,330905,297012,27497
70,294729,55,253553,46,294784,262471,3744
60,258473,50,219026,43,258523,227964,665
50,222378,63,184406,41,222441,193325,358
40,186067,69,150085,63,186136,159029,89
30,149076,211,115068,71,149287,123995,2
20,109788,67,79707,62,109855,88655,6
10,71021,59,43067,52,71080,52016,0
