Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,34752,51,29134,53,34803,29991,0
90,31522,52,25150,49,31574,26017,1
80,28249,68,21757,52,28317,22622,3
70,24993,58,15893,47,25051,16753,0
60,21683,59,12068,46,21742,12902,1
50,18333,68,7552,54,18401,8353,0
40,14982,59,3694,32,15041,4287,3
30,11670,55,1450,18,11725,1980,0
20,8412,67,85,32,8479,195,0
10,5221,53,1,0,5274,4,0
