Percentage,Time_ns
100,37270603.000000
90,34102634.000000
80,30870421.000000
70,27557616.000000
60,22801157.000000
50,19845782.000000
40,16093207.000000
30,11972026.000000
20,9973998.000000
10,9962501.000000
