Percentage,Time_ns
100,11647007.000000
90,10867963.000000
80,10119324.000000
70,9303232.000000
60,8453940.000000
50,7626653.000000
40,6717929.000000
30,5706931.000000
20,4468292.000000
10,2758821.000000
