Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,31931,67,25778,58,31998,26809,1
90,28962,58,21951,52,29020,22941,0
80,26007,60,17021,44,26067,18017,0
70,23054,63,12844,52,23117,13824,0
60,20104,61,8138,46,20165,9041,0
50,17155,51,5150,39,17206,6024,0
40,14209,54,2323,29,14263,2876,0
30,11253,58,685,13,11311,975,0
20,8291,46,13,5,8337,30,0
10,5282,46,1,0,5328,1,0
