Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,247017,63,132343,57,247080,138381,491
90,228975,60,120414,47,229035,126458,21
80,211099,61,107586,47,211160,113635,215
70,192595,65,94907,55,192660,100959,148
60,172673,57,81743,47,172730,87777,2
50,150183,59,68746,50,150242,74781,1
40,123657,60,55572,53,123717,61614,0
30,92408,66,42311,58,92474,48379,0
20,63521,70,27824,63,63591,33828,1
10,39915,51,9999,51,39966,15883,0
