Percentage,Time_ns
100,15330061.000000
90,14518059.000000
80,13026944.000000
70,11618160.000000
60,10379587.000000
50,8880857.000000
40,7145418.000000
30,5396463.000000
20,3619753.000000
10,1779584.000000
