Percentage,Time_ns
100,33488968.000000
90,31315473.000000
80,29005328.000000
70,26687955.000000
60,24347825.000000
50,21789474.000000
40,19086413.000000
30,16137354.000000
20,12704895.000000
10,8118607.000000
