Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,363324,71,340187,77,363395,345171,24229
90,328875,77,306775,72,328952,311740,46110
80,294003,76,273582,56,294079,278556,3815
70,259198,57,240240,49,259255,245193,1647
60,225049,70,206708,55,225119,211663,11133
50,190992,74,173250,64,191066,178216,101
40,156395,92,139821,82,156487,144825,126
30,118853,88,106319,82,118941,111293,23
20,79136,45,72179,42,79181,77112,0
10,45422,51,37041,44,45473,41960,0
