Percentage,Time_ns
100,157076190.000000
90,142032604.000000
80,127028326.000000
70,111157989.000000
60,96136226.000000
50,81076629.000000
40,66085343.000000
30,45710289.000000
20,37774503.000000
10,37888187.000000
