Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,10236,59,42,13,10295,59,0
90,9317,50,7,0,9367,12,0
80,8482,56,1,1,8538,3,0
70,7735,53,0,0,7788,0,0
60,6946,60,0,0,7006,1,0
50,6146,47,0,0,6193,0,0
40,5360,55,0,0,5415,0,0
30,4562,47,0,0,4609,0,0
20,3774,51,0,0,3825,0,0
10,2943,51,0,0,2994,0,0
