Percentage,Time_ns
100,25412025.000000
90,23467470.000000
80,21621153.000000
70,19523689.000000
60,16395236.000000
50,13435299.000000
40,10537916.000000
30,7860229.000000
20,5640171.000000
10,3059420.000000
