Percentage,Time_ns
100,1205645027.000000
90,1083225380.000000
80,957331617.000000
70,847233756.000000
60,731351024.000000
50,618368959.000000
40,491064723.000000
30,364976975.000000
20,310053064.000000
10,307675143.000000
