Percentage,Time_ns
100,25834156.000000
90,25285096.000000
80,23515773.000000
70,21224728.000000
60,18408538.000000
50,14948354.000000
40,11691845.000000
30,8801822.000000
20,5936706.000000
10,2988349.000000
