Percentage,Time_ns
100,35300749.000000
90,32372683.000000
80,29309502.000000
70,24776866.000000
60,22230700.000000
50,18549956.000000
40,14429873.000000
30,11583387.000000
20,9426865.000000
10,9313880.000000
