Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,113981,60,101268,48,114041,111946,8
90,105169,55,92206,44,105224,102890,20
80,96281,68,82322,62,96349,93026,7
70,87545,54,74556,48,87599,85250,1
60,78685,63,65340,56,78748,76034,0
50,69994,46,56156,40,70040,66797,2
40,61291,50,46241,45,61341,56926,0
30,52577,49,36791,43,52626,47458,0
20,43884,72,26042,72,43956,36697,0
10,35155,64,14462,65,35219,25106,0
