Percentage,Time_ns
100,6923441.000000
90,6191047.000000
80,5503981.000000
70,4771868.000000
60,4117756.000000
50,3430814.000000
40,2706607.000000
30,2061101.000000
20,1616798.000000
10,1617286.000000
