Percentage,Time_ns
100,36928635.000000
90,33703568.000000
80,31219490.000000
70,27618816.000000
60,23171073.000000
50,19252603.000000
40,15992109.000000
30,11588920.000000
20,9902092.000000
10,9866959.000000
