Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,34065,64,9278,53,34129,12705,0
90,31981,69,7113,53,32050,10501,0
80,29761,56,5219,43,29817,8342,0
70,27793,54,3799,44,27847,6877,0
60,25683,60,2730,44,25743,5367,0
50,23507,55,2219,44,23562,3994,0
40,21253,60,719,43,21313,2034,0
30,18849,68,232,44,18917,900,0
20,16191,55,139,32,16246,481,0
10,12653,48,17,23,12701,129,0
