Percentage,Time_ns
100,36930921.000000
90,34096101.000000
80,31255815.000000
70,27992179.000000
60,23430758.000000
50,19232666.000000
40,15043223.000000
30,11382747.000000
20,8248138.000000
10,4332895.000000
