Percentage,Time_ns
100,1238000050.000000
90,1107778978.000000
80,995372815.000000
70,883199237.000000
60,757233379.000000
50,653522360.000000
40,530127243.000000
30,420431847.000000
20,309357674.000000
10,194529359.000000
