Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,9547,51,255,10,9598,285,0
90,8606,52,222,2,8658,227,0
80,7672,56,18,4,7728,28,0
70,6726,62,87,0,6788,87,0
60,5793,60,0,0,5853,0,0
50,4832,58,0,0,4890,0,0
40,3894,57,0,0,3951,0,0
30,2956,51,0,0,3007,2,0
20,1985,60,0,1,2045,2,0
10,1045,54,0,0,1099,0,0
