Percentage,Time_ns
100,21432783.000000
90,20374606.000000
80,19199938.000000
70,17902152.000000
60,16378905.000000
50,14841943.000000
40,13081271.000000
30,11122734.000000
20,8610757.000000
10,5271460.000000
