Percentage,Time_ns
100,31957253.000000
90,28202518.000000
80,25811182.000000
70,22140027.000000
60,20173273.000000
50,16687881.000000
40,13869269.000000
30,10382797.000000
20,8492657.000000
10,8496622.000000
