Percentage,Time_ns
100,33467378.000000
90,30355444.000000
80,28098977.000000
70,25494854.000000
60,20543543.000000
50,17602479.000000
40,14382316.000000
30,10803803.000000
20,8863588.000000
10,8920176.000000
