Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,14435,52,712,16,14487,739,0
90,13119,53,290,5,13172,294,0
80,11530,54,12,4,11584,16,0
70,10164,53,48,6,10217,46,0
60,8789,50,5,0,8839,5,0
50,7376,51,0,0,7427,0,0
40,5999,56,0,0,6055,0,0
30,4611,57,0,0,4668,0,0
20,3198,65,0,0,3263,1,0
10,1735,55,0,0,1790,0,0
