Percentage,Time_ns
100,35321480.000000
90,32975588.000000
80,30588456.000000
70,28060171.000000
60,25518554.000000
50,22870400.000000
40,20076107.000000
30,16943595.000000
20,13286103.000000
10,8506330.000000
