Percentage,Time_ns
100,19029947.000000
90,17356137.000000
80,16072149.000000
70,12396193.000000
60,10903751.000000
50,8409145.000000
40,6632577.000000
30,5149904.000000
20,4399988.000000
10,4314076.000000
